,Account_Num,Provider_Num,Similar Score,Facility Name,Provider Name,Address,Provider Street Address
1073763,67072,877068,0.9696969696969697,SAN RAMON REGIONAL MEDICAL CENTER,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,6001 NORRIS CANYON ROAD
4961584,50031,847046,0.9682539682539683,ESSENTIA HEALTH FARGO,ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,3000 32ND AVE SOUTH
3808183,63118,587468,0.9680555555555556,FAIRMONT REGIONAL MEDICAL CENTER,MARION REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,1256 MILITARY STREET SOUTH
7273707,20607,497165,0.9680555555555556,MARION REGIONAL MEDICAL CENTER,FAIRMONT REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,1325 LOCUST AVENUE
11324986,64973,641767,0.9662835249042145,CORONA REGIONAL MEDICAL CENTER,SONORA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,1000 GREENLEY ROAD
9796892,45736,525811,0.9662835249042145,BATES COUNTY MEMORIAL HOSPITAL,TEXAS COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,1333 SAM HOUSTON BOULEVARD
5193608,92800,629445,0.9659003831417624,NEVADA REGIONAL MEDICAL CENTER,ADENA REGIONAL MEDICAL CENTER,800 S ASH ST,272 HOSPITAL ROAD
5840537,83012,316002,0.9657894736842105,ROSE MEDICAL CENTER,SHORE MEDICAL CENTER,4567 E 9TH AVE,100 MEDICAL CENTER WAY
7031087,55370,881894,0.9657894736842105,DELTA MEDICAL CENTER,DALE MEDICAL CENTER,3000 GETWELL RD,126 HOSPITAL AVE
7697644,54514,731274,0.9657894736842105,SHORE MEDICAL CENTER,ROSE MEDICAL CENTER,100 MEDICAL CENTER WAY,4567 E 9TH AVENUE
10310231,39693,150079,0.9651067323481116,TIFT REGIONAL MEDICAL CENTER,TITUS REGIONAL MEDICAL CENTER,901 E 18TH STREET,2001 N JEFFERSON
11311886,55608,536867,0.9651067323481116,TITUS REGIONAL MEDICAL CENTER,TIFT REGIONAL MEDICAL CENTER,2001 N JEFFERSON,901 E 18TH STREET
11481726,41189,658892,0.9649122807017544,WELLINGTON REGIONAL MEDICAL CENTER LLC,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,10101 FOREST HILL BLVD
10744921,84764,200630,0.9649122807017544,ST MARYS HOSPITAL,ST. MARY'S HOSPITAL,1800 E LAKE SHORE DR,1601 WEST ST MARY'S ROAD
13083940,21611,545880,0.9649122807017544,ST. MARY'S HOSPITAL,ST MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,1800 E LAKE SHORE DR
7021870,68012,149910,0.9646658152405277,DELTA REGIONAL MEDICAL CENTER,LEA REGIONAL MEDICAL CENTER,1400 E UNION ST,5419 N LOVINGTON HIGHWAY
7836142,29949,423357,0.9646658152405277,LEA REGIONAL MEDICAL CENTER,DELTA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,1400 E UNION ST
6965896,64221,811007,0.9644249512670565,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,BAPTIST MEMORIAL HOSPITAL UNION CITY,200 HWY 30 WEST,"1201 BISHOP ST, PO BOX 310"
7490904,21490,493880,0.9644249512670565,BAPTIST MEMORIAL HOSPITAL UNION CITY,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,"1201 BISHOP ST, PO BOX 310",200 HWY 30 WEST
4942096,51565,228534,0.9629629629629629,HEYWOOD HOSPITAL -,HEYWOOD HOSPITAL,242 GREEN STREET,242 GREEN STREET
12789797,16540,697721,0.9629629629629629,ST MARK'S HOSPITAL,ST MARY'S HOSPITAL,1200 EAST 3900 SOUTH,1230 BAXTER STREET
6084191,78297,239680,0.9629629629629629,ST MARY'S HOSPITAL,ST MARK'S HOSPITAL,1230 BAXTER STREET,1200 EAST 3900 SOUTH
10191722,81136,239680,0.9629629629629629,ST MARY'S HOSPITAL,ST MARK'S HOSPITAL,701 LEWISTON ST,1200 EAST 3900 SOUTH
7562053,17779,529586,0.9624881291547958,WHEATLAND MEMORIAL HOSPITAL,EASTLAND MEMORIAL HOSPITAL,530 3RD ST NW,304 S DAUGHERTY
12010556,90155,879498,0.9619753086419753,GLENDORA COMMUNITY HOSPITAL,DELNOR COMMUNITY HOSPITAL,150 WEST ROUTE 66,300 RANDALL RD
