,Account_Num,Provider_Num,Similar Score,Facility Name,Provider Name,Address,Provider Street Address
4342459,91848,163516,2,HARMON MEMORIAL HOSPITAL,BARTON MEMORIAL HOSPITAL,400 EAST CHESTNUT STREET,2170 SOUTH AVENUE
2732494,77825,251169,2,GREENWICH HOSPITAL ASSOCIATION -,GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,5 PERRYRIDGE RD
3903116,79635,215903,2,SOUTHWEST MEDICAL CENTER,NORTHWEST MEDICAL CENTER,315 WEST 15TH STREET,2801 N STATE RD 7
9038047,29737,515641,2,ST MARY'S MEDICAL CENTER,ST MARYS  MEDICAL CENTER,2900 1ST AVENUE,2635 N 7TH STREET
3939550,90766,214353,2,HARDIN MEMORIAL HOSPITAL,HARMON MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,400 EAST CHESTNUT STREET
7863938,46059,600371,2,UNITY MEDICAL CENTER,UNION MEDICAL CENTER,164 W 13TH STREET,322 WEST SOUTH STREET
5753191,21939,503709,2,KAU HOSPITAL,JAY HOSPITAL,1 KAMANI STREET,14114 ALABAMA ST
13201664,81944,351109,2,ST CLAIR HOSPITAL,ST CLARE HOSPITAL,1000 BOWER HILL ROAD,11315 BRIDGEPORT WAY S W
11248493,69024,281249,2,JACKSON MEMORIAL HOSPITAL,JAMESON MEMORIAL HOSPITAL,1611 NW 12TH AVE,1211 WILMINGTON AVENUE
6595943,51390,423029,2,MARION GENERAL HOSPITAL,MARTIN GENERAL HOSPITAL,441 N WABASH AVE,310 S MCCASKEY RD P O BOX 1128
13207894,37903,886685,2,MERCY HOSPITAL,PERRY HOSPITAL,2215 TRUXTUN AVENUE,1120 MORNINGSIDE DR
10759018,34057,886685,2,MERCY HOSPITAL,PERRY HOSPITAL,4050 COON RAPIDS BLVD,1120 MORNINGSIDE DR
2437722,79458,172686,2,VALLEY REGIONAL MEDICAL CENTER,WADLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,1000 PINE STREET
5505525,19292,743304,2,UAMS MEDICAL CENTER,HAYS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,2220 CANTERBURY DRIVE
12467464,13029,214353,2,HARDIN MEMORIAL HOSPITAL,HARMON MEMORIAL HOSPITAL,921 EAST FRANKLIN STREET,400 EAST CHESTNUT STREET
9960083,39083,427113,2,ELMORE COMMUNITY HOSPITAL,ATMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,401 MEDICAL PARK DRIVE
3212788,15368,598695,2,GRANT MEMORIAL HOSPITAL,GRADY MEMORIAL HOSPITAL,117 HOSPITAL DRIVE,"80 JESSE HILL, JR DRIVE SE"
7124591,37330,851525,2,GRACE MEDICAL CENTER,GRANT MEDICAL CENTER,2412 50TH ST,111 SOUTH GRANT AVENUE
8491142,81250,282191,2,HAMLIN MEMORIAL HOSPITAL,HARDIN MEMORIAL HOSPITAL,632 N W SECOND STREET,913 NORTH DIXIE AVENUE
3429936,42078,492887,2,KONA COMMUNITY HOSPITAL,KANE COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,4372 ROUTE 6
7112674,61927,886685,2,MERCY HOSPITAL,PERRY HOSPITAL,4572 COUNTY ROAD 61,1120 MORNINGSIDE DR
7588710,86159,492887,2,PANA COMMUNITY HOSPITAL,KANE COMMUNITY HOSPITAL,101 E NINTH STREET,4372 ROUTE 6
6295374,31225,163319,2,SOUTHSIDE HOSPITAL,NORTHSIDE HOSPITAL,301 EAST MAIN STREET,6000 49TH ST N
4919893,48043,302173,2,BURKE MEDICAL CENTER,BLAKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,2020 59TH ST W
1503554,30463,627665,2,UNION HOSPITAL,UNITY HOSPITAL,659 BOULEVARD,550 OSBORNE ROAD
4790621,12325,307502,2,PARIS COMMUNITY HOSPITAL,PALOS COMMUNITY HOSPITAL,721 E COURT STREET,12251 SOUTH 80TH AVENUE
5141402,11018,491560,2,PERRY HOSPITAL,MERCY HOSPITAL,1120 MORNINGSIDE DR,500 E MARKET STREET
1866976,84696,740288,2,ANSON GENERAL HOSPITAL,UNION GENERAL HOSPITAL,101 AVENUE J,35 HOSPITAL ROAD
12888654,53021,503985,2,BELTON REGIONAL MEDICAL CENTER,DENTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,3535 SOUTH I35 EAST
6191403,63054,445144,2,VERNON MEMORIAL HOSPITAL,PERSON MEMORIAL HOSPITAL,507 SOUTH MAIN ST,615 RIDGE RD
5766236,68735,362583,2,MORROW COUNTY HOSPITAL,MONROE COUNTY HOSPITAL,651 WEST MARION ROAD,"2016 SOUTH ALABAMA AVENUE, BOX 886"
11637421,35551,498911,2,WADLEY REGIONAL MEDICAL CENTER,KADLEC REGIONAL MEDICAL CENTER,1000 PINE STREET,888 SWIFT BLVD
5550059,89021,425695,2,DAVIS REGIONAL MEDICAL CENTER,PARIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,820 CLARKSVILLE ST
4942096,51565,228534,2,HEYWOOD HOSPITAL -,HEYWOOD HOSPITAL,242 GREEN STREET,242 GREEN STREET
4468415,62817,600371,2,UNITY MEDICAL CENTER,UNION MEDICAL CENTER,481 INTERSTATE DRIVE,322 WEST SOUTH STREET
9878344,66064,214353,2,BARTON MEMORIAL HOSPITAL,HARMON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,400 EAST CHESTNUT STREET
6365781,81816,424588,2,PERRY COUNTY MEMORIAL HOSPITAL,HENRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,1000 N 16TH ST
584751,93309,729624,2,MAINE MEDICAL CENTER,WAYNE MEDICAL CENTER,22 BRAMHALL ST,103 J V MANGUBAT DR
5531181,14256,172686,2,KADLEC REGIONAL MEDICAL CENTER,WADLEY REGIONAL MEDICAL CENTER,888 SWIFT BLVD,1000 PINE STREET
12312763,21440,148409,2,PERRY COMMUNITY HOSPITAL,GEARY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,1102 ST MARY'S ROAD
2111074,73417,888799,2,COOK HOSPITAL,YORK HOSPITAL,10 SE FIFTH ST,1001 SOUTH GEORGE STREET
11530584,58169,213918,2,COMMUNITY HOSPITAL SOUTH,COMMUNITY HOSPITAL NORTH,1402 E COUNTY LINE RD S,7150 CLEARVISTA DR
8437813,87086,356384,2,NORTHSIDE HOSPITAL,SOUTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",301 EAST MAIN STREET
5717407,16976,115720,2,HOLTON COMMUNITY HOSPITAL,NORTON COMMUNITY HOSPITAL,1110 COLUMBINE DRIVE,100  15TH NW STREET
3214024,15368,238922,2,GRANT MEMORIAL HOSPITAL,GRADY MEMORIAL HOSPITAL,117 HOSPITAL DRIVE,561 WEST CENTRAL AVENUE
13509673,58442,515641,2,ST MARY'S MEDICAL CENTER,ST MARYS  MEDICAL CENTER,201 NW R D MIZE RD,2635 N 7TH STREET
12673323,66003,454946,2,HAYS MEDICAL CENTER,UAMS MEDICAL CENTER,2220 CANTERBURY DRIVE,4301 WEST MARKHAM STREET MAIL SLOT 612
4548951,73530,131390,2,MARTIN GENERAL HOSPITAL,MARION GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,1000 MCKINLEY PARK DRIVE
12595274,24803,214254,2,LADD MEMORIAL HOSPITAL,LODI MEMORIAL HOSPITAL,2600 65TH AVENUE,975 S FAIRMONT AVENUE
12678417,93418,352907,2,CGH MEDICAL CENTER,CJW MEDICAL CENTER,100 EAST LEFEVRE ROAD,7101 JAHNKE ROAD
4384403,19595,423029,2,MARION GENERAL HOSPITAL,MARTIN GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,310 S MCCASKEY RD P O BOX 1128
13577598,79596,521063,2,COMMUNITY HOSPITAL NORTH,COMMUNITY HOSPITAL SOUTH,7150 CLEARVISTA DR,1402 E COUNTY LINE RD S
6893277,85893,820086,2,SETON SOUTHWEST HOSPITAL,SETON NORTHWEST HOSPITAL,7900 FM 1826,11113 RESEARCH BOULEVARD
511544,46528,238341,2,WILCOX MEMORIAL HOSPITAL,WILSON MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,915 WEST MICHIGAN STREET
7274908,59008,390629,2,WAYNE MEDICAL CENTER,MAINE MEDICAL CENTER,103 J V MANGUBAT DR,22 BRAMHALL ST
13329051,56290,351238,2,NORTH SHORE MEDICAL CENTER -,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,1100 NW 95TH ST
7587371,86159,320266,2,PANA COMMUNITY HOSPITAL,KONA COMMUNITY HOSPITAL,101 E NINTH STREET,79-1019 HAUKAPILA STREET
4547993,73530,689837,2,MARTIN GENERAL HOSPITAL,MARION GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,441 N WABASH AVE
10335435,51659,864302,2,HAMPSTEAD HOSPITAL,HOMESTEAD HOSPITAL,218 EAST ROAD,975 BAPTIST WAY
5141806,11018,545801,2,PERRY HOSPITAL,MERCY HOSPITAL,1120 MORNINGSIDE DR,4050 COON RAPIDS BLVD
2110156,73417,585848,2,COOK HOSPITAL,YORK HOSPITAL,10 SE FIFTH ST,15 HOSPITAL DRIVE
11205417,37619,413924,2,LAYTON HOSPITAL,EASTON HOSPITAL,201 WEST LAYTON PARKWAY,250 SOUTH 21ST STREET
9642636,72718,424588,2,FERRY COUNTY MEMORIAL HOSPITAL,HENRY COUNTY MEMORIAL HOSPITAL,36 KLONDIKE ROAD,1000 N 16TH ST
13237737,75018,424588,2,PERRY COUNTY MEMORIAL HOSPITAL,HENRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,1000 N 16TH ST
5497732,60556,515609,2,TUCSON MEDICAL CENTER,MUNSON MEDICAL CENTER,5301 EAST GRANT ROAD,1105 SIXTH STREET
4548501,73530,141393,2,MARTIN GENERAL HOSPITAL,MARION GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,1560 SUMRALL RD
4757579,22140,278760,2,MUNSON MEDICAL CENTER,TUCSON MEDICAL CENTER,1105 SIXTH STREET,5301 EAST GRANT ROAD
5140751,11018,131077,2,PERRY HOSPITAL,MERCY HOSPITAL,1120 MORNINGSIDE DR,2215 TRUXTUN AVENUE
5486098,16074,515641,2,ST MARY'S MEDICAL CENTER,ST MARYS  MEDICAL CENTER,450 STANYAN ST,2635 N 7TH STREET
10407475,81109,115757,2,SEDAN CITY HOSPITAL,CEDAR CITY HOSPITAL,300 NORTH STREET,1303 NORTH MAIN STREET
6457925,37347,148911,2,MEDINA HOSPITAL,REGINA HOSPITAL,1000 EAST WASHINGTON STREET,1175 NININGER ROAD
