,Account_Num,Provider_Num,Similar Score,Facility Name,Provider Name,Address,Provider Street Address
2647903,12938,489239,0.9779318172306536,PROVIDENCE HEALTH CENTER,PROVIDENCE HEALTH,6901 MEDICAL PARKWAY,2435 FOREST DR
5274827,83610,265314,0.9776247205775395,REGIONAL HEALTH RAPID CITY HOSPITAL,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  POST OFFICE BOX 6000,353 FAIRMONT BLVD  POST OFFICE BOX 6000
8247144,74347,570505,0.9762573405465491,RIO GRANDE HOSPITAL,RIO GRANDE REGIONAL HOSPITAL,310 COUNTY RD 14,101 E RIDGE RD
12708216,78520,125489,0.9758452432547403,BAY AREA HOSPITAL,BAY AREA MEDICAL CENTER,1775 THOMPSON ROAD,3100 SHORE DRIVE
8583334,91370,410425,0.9757974037403607,MOUNTAINVIEW MEDICAL CENTER,MOUNTAINVIEW HOSPITAL,16 W MAIN ST,3100 N TENAYA WAY
15936,48460,847245,0.9757974037403607,INTERMOUNTAIN HOSPITAL,INTERMOUNTAIN MEDICAL CENTER,303 NORTH ALLUMBAUGH STREET,5121 SOUTH COTTONWOOD STREET
7221571,13316,770840,0.9753748398057315,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,901 OLIVE DRIVE,1000 MONTAUK HIGHWAY
11544862,71590,770840,0.9753748398057315,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,FOURTH AND WALNUT STREETS,1000 MONTAUK HIGHWAY
7081455,52170,127040,0.9753748398057315,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,2222 PHILADELPHIA DRIVE
14271529,43298,770840,0.9753748398057315,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1225 WILSHIRE BOULEVARD,1000 MONTAUK HIGHWAY
7079941,52170,342693,0.9753748398057315,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,1225 WILSHIRE BOULEVARD
7079880,52170,635931,0.9753748398057315,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,901 OLIVE DRIVE
12979666,46500,770840,0.9753748398057315,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,520 S 7TH ST,1000 MONTAUK HIGHWAY
4627057,92635,770840,0.9753748398057315,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,375 DIXMYTH AVENUE,1000 MONTAUK HIGHWAY
7081496,52170,307135,0.9753748398057315,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,375 DIXMYTH AVENUE
7866154,28497,770840,0.9753748398057315,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,2425 SAMARITAN DRIVE,1000 MONTAUK HIGHWAY
7079922,52170,209516,0.9753748398057315,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,2425 SAMARITAN DRIVE
7080490,52170,631601,0.9753748398057315,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,520 S 7TH ST
7081656,52170,752951,0.9753748398057315,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1000 MONTAUK HIGHWAY,FOURTH AND WALNUT STREETS
4698058,57956,160563,0.9751403399625685,UNITED MEDICAL CENTER,UNITED HOSPITAL CENTER,1310 SOUTHERN AVENUE  SE,327 MEDICAL PARK DRIVE
1564719,14620,265797,0.9751403399625685,UNITED HOSPITAL CENTER,UNITED MEDICAL CENTER,327 MEDICAL PARK DRIVE,1310 SOUTHERN AVENUE  SE
9795272,38862,307173,0.9751192260088873,RUSSELL COUNTY HOSPITAL,RUSSELL COUNTY MEDICAL CENTER,58 CARROLL STREET,58 CARROLL STREET
4641305,45128,307173,0.9751192260088873,RUSSELL COUNTY HOSPITAL,RUSSELL COUNTY MEDICAL CENTER,153 DOWELL ROAD,58 CARROLL STREET
9045767,83844,683090,0.9733901298202926,CLAY COUNTY MEDICAL CENTER,CLAY COUNTY HOSPITAL,617 LIBERTY,83825 HIGHWAY 9    P O BOX 1270
5015151,67995,495343,0.9724504844641692,LIBERTY MEDICAL CENTER,LIBERTY HOSPITAL,315 W MADISON AVE,2525 GLENN HENDREN DR
1856374,39490,651512,0.9719472845325764,ST ALEXIUS HOSPITAL,ST ALEXIUS MEDICAL CENTER,3933 S BROADWAY,1555 N BARRINGTON RD
5858347,12160,200346,0.9714739727905582,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,ORLANDO HEALTH,52 W UNDERWOOD ST,52 W UNDERWOOD ST
5718836,69590,406336,0.9710882041351333,WINCHESTER MEDICAL CENTER,WINCHESTER HOSPITAL,1840 AMHERST ST,41 HIGHLAND AVENUE
4932725,30131,599655,0.9710882041351333,LAKEVIEW HOSPITAL,LAKEVIEW MEDICAL CENTER,630 EAST MEDICAL DRIVE,1700 WEST STOUT STREET
4088422,17350,492452,0.9710882041351333,WINCHESTER HOSPITAL,WINCHESTER MEDICAL CENTER,41 HIGHLAND AVENUE,1840 AMHERST ST
303925,36786,221304,0.9710882041351333,BELLEVUE MEDICAL CENTER,BELLEVUE HOSPITAL,2500 BELLEVUE MEDICAL CENTER DR,1400 WEST MAIN STREET
6947499,65095,776529,0.9710882041351333,RUSSELL MEDICAL CENTER,RUSSELL HOSPITAL,3316 HIGHWAY 280,3316 HIGHWAY 280
7963011,34530,533240,0.9710882041351333,BELLEVUE HOSPITAL,BELLEVUE MEDICAL CENTER,1400 WEST MAIN STREET,2500 BELLEVUE MEDICAL CENTER DR
4735966,52750,273713,0.9710322481868036,NORTHWEST HOSPITAL CENTER,NORTHWEST MEDICAL CENTER,5401 OLD COURT ROAD,1530 U S HIGHWAY 43
7649834,52133,243991,0.9710322481868036,NORTHWEST MEDICAL CENTER,NORTHWEST HOSPITAL CENTER,2801 N STATE RD 7,5401 OLD COURT ROAD
6252788,84131,243991,0.9710322481868036,NORTHWEST MEDICAL CENTER,NORTHWEST HOSPITAL CENTER,1530 U S HIGHWAY 43,5401 OLD COURT ROAD
10945568,20282,243991,0.9710322481868036,NORTHWEST MEDICAL CENTER,NORTHWEST HOSPITAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,5401 OLD COURT ROAD
4736025,52750,460859,0.9710322481868036,NORTHWEST HOSPITAL CENTER,NORTHWEST MEDICAL CENTER,5401 OLD COURT ROAD,6200 NORTH LA CHOLLA BOULEVARD
4736489,52750,215903,0.9710322481868036,NORTHWEST HOSPITAL CENTER,NORTHWEST MEDICAL CENTER,5401 OLD COURT ROAD,2801 N STATE RD 7
4512843,39424,308011,0.9710109183078268,SAINT ANTHONY MEDICAL CENTER,SAINT ANTHONY HOSPITAL,5666 EAST STATE STREET,2875 WEST 19TH STREET
9569778,75357,206861,0.9710109183078268,SAINT ANTHONY HOSPITAL,SAINT ANTHONY MEDICAL CENTER,2875 WEST 19TH STREET,5666 EAST STATE STREET
5182808,78547,307135,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,200 EXEMPLA CIRCLE,375 DIXMYTH AVENUE
9019084,45997,342693,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1309 N FLAGLER DR,1225 WILSHIRE BOULEVARD
8909056,31499,631601,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,235 NORTH PEARL STREET,520 S 7TH ST
7220288,13316,392360,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,901 OLIVE DRIVE,200 EXEMPLA CIRCLE
5181192,78547,635931,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,200 EXEMPLA CIRCLE,901 OLIVE DRIVE
8910222,31499,752951,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,235 NORTH PEARL STREET,FOURTH AND WALNUT STREETS
12979163,46500,683779,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,520 S 7TH ST,235 NORTH PEARL STREET
14270246,43298,392360,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,1225 WILSHIRE BOULEVARD,200 EXEMPLA CIRCLE
12978383,46500,392360,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,520 S 7TH ST,200 EXEMPLA CIRCLE
8908488,31499,209516,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,235 NORTH PEARL STREET,2425 SAMARITAN DRIVE
9019065,45997,209516,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1309 N FLAGLER DR,2425 SAMARITAN DRIVE
9020639,45997,307135,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1309 N FLAGLER DR,375 DIXMYTH AVENUE
11543579,71590,392360,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,FOURTH AND WALNUT STREETS,200 EXEMPLA CIRCLE
7220472,13316,833198,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,901 OLIVE DRIVE,1309 N FLAGLER DR
14270430,43298,833198,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,1225 WILSHIRE BOULEVARD,1309 N FLAGLER DR
4625958,92635,833198,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,375 DIXMYTH AVENUE,1309 N FLAGLER DR
4625774,92635,392360,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,375 DIXMYTH AVENUE,200 EXEMPLA CIRCLE
14271026,43298,683779,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,1225 WILSHIRE BOULEVARD,235 NORTH PEARL STREET
8910021,31499,127040,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,235 NORTH PEARL STREET,2222 PHILADELPHIA DRIVE
5181802,78547,631601,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,200 EXEMPLA CIRCLE,520 S 7TH ST
12978567,46500,833198,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,520 S 7TH ST,1309 N FLAGLER DR
8908507,31499,342693,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,235 NORTH PEARL STREET,1225 WILSHIRE BOULEVARD
9019633,45997,631601,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1309 N FLAGLER DR,520 S 7TH ST
5181253,78547,342693,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,200 EXEMPLA CIRCLE,1225 WILSHIRE BOULEVARD
5182767,78547,127040,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,200 EXEMPLA CIRCLE,2222 PHILADELPHIA DRIVE
11543763,71590,833198,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,FOURTH AND WALNUT STREETS,1309 N FLAGLER DR
11544359,71590,683779,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,FOURTH AND WALNUT STREETS,235 NORTH PEARL STREET
4626554,92635,683779,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,375 DIXMYTH AVENUE,235 NORTH PEARL STREET
7865651,28497,683779,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,2425 SAMARITAN DRIVE,235 NORTH PEARL STREET
8908446,31499,635931,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,235 NORTH PEARL STREET,901 OLIVE DRIVE
9020598,45997,127040,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1309 N FLAGLER DR,2222 PHILADELPHIA DRIVE
9020799,45997,752951,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1309 N FLAGLER DR,FOURTH AND WALNUT STREETS
5182968,78547,752951,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,200 EXEMPLA CIRCLE,FOURTH AND WALNUT STREETS
5181234,78547,209516,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,200 EXEMPLA CIRCLE,2425 SAMARITAN DRIVE
7864871,28497,392360,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,2425 SAMARITAN DRIVE,200 EXEMPLA CIRCLE
9019023,45997,635931,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,1309 N FLAGLER DR,901 OLIVE DRIVE
7221068,13316,683779,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,901 OLIVE DRIVE,235 NORTH PEARL STREET
7865055,28497,833198,0.9708843212601928,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN MEDICAL CENTER,2425 SAMARITAN DRIVE,1309 N FLAGLER DR
8910062,31499,307135,0.9708843212601928,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL,235 NORTH PEARL STREET,375 DIXMYTH AVENUE
8063785,55622,314936,0.9701598385961349,LOGAN REGIONAL MEDICAL CENTER,LOGAN REGIONAL HOSPITAL,20 HOSPITAL DRIVE,500 EAST 1400 NORTH
13584688,11595,736765,0.9701598385961349,LOGAN REGIONAL HOSPITAL,LOGAN REGIONAL MEDICAL CENTER,500 EAST 1400 NORTH,20 HOSPITAL DRIVE
6981699,23890,586802,0.9697529454990882,ST VINCENT MERCY HOSPITAL,MERCY ST VINCENT MEDICAL CENTER,1331 S A ST,2213 CHERRY STREET
7863080,46059,627665,0.9687267419443237,UNITY MEDICAL CENTER,UNITY HOSPITAL,164 W 13TH STREET,550 OSBORNE ROAD
4467557,62817,627665,0.9687267419443237,UNITY MEDICAL CENTER,UNITY HOSPITAL,481 INTERSTATE DRIVE,550 OSBORNE ROAD
2514587,82369,372673,0.9685157374772182,KING'S DAUGHTERS' HEALTH,KING'S DAUGHTERS' MEDICAL CENTER,1373 EAST SR 62,2201 LEXINGTON AVENUE
7779026,34480,338844,0.9685157374772182,KING'S DAUGHTERS' MEDICAL CENTER,KING'S DAUGHTERS' HEALTH,2201 LEXINGTON AVENUE,1373 EAST SR 62
3500351,57118,779324,0.9684151004639258,WISE HEALTH SYSTEM,WISE REGIONAL HEALTH SYSTEM,3200 NORTH TARRANT PARKWAY,609 MEDICAL CENTER DRIVE
10728638,67270,489276,0.9675643726647056,ST JOHNS HOSPITAL,ST JOHNS MEDICAL CENTER,800 E CARPENTER ST,625 EAST BROADWAY
6686608,29752,845963,0.9675643726647056,ST JOHNS MEDICAL CENTER,ST JOHNS HOSPITAL,625 EAST BROADWAY,800 E CARPENTER ST
14350787,85681,362583,0.9675230767139291,MONROE COUNTY MEDICAL CENTER,MONROE COUNTY HOSPITAL,529 CAPP HARLAN ROAD,"2016 SOUTH ALABAMA AVENUE, BOX 886"
573747,15435,869059,0.966692916525313,SALEM MEDICAL CENTER,SALEM HOSPITAL,310 WOODSTOWN ROAD,"890 OAK STREET, SE"
3909478,51360,551708,0.966692916525313,RIVERVIEW HOSPITAL,RIVERVIEW MEDICAL CENTER,323 SOUTH MINNESOTA,ONE RIVERVIEW PLAZA
13871527,83013,661355,0.9662263192949276,PARKVIEW REGIONAL HOSPITAL,PARKVIEW REGIONAL MEDICAL CENTER,600 SOUTH BONHAM STREET,11109 PARKVIEW PLAZA DRIVE
1591553,28785,395076,0.9661957007738388,SAINT VINCENT HOSPITAL,SAINT VINCENT MEDICAL CENTER,232 WEST 25TH STREET,2131 W 3RD ST
7785542,79248,876087,0.9661957007738388,SAINT VINCENT MEDICAL CENTER,SAINT VINCENT HOSPITAL,2131 W 3RD ST,232 WEST 25TH STREET
12326312,16031,750633,0.9657641739070982,LOURDES MEDICAL CENTER,LOURDES HOSPITAL,520 N FOURTH AVENUE,1530 LONE OAK ROAD
11934608,90339,809102,0.9648824710172169,COLLEGE HOSPITAL,COLLEGE MEDICAL CENTER,10802 COLLEGE PL,2776 PACIFIC AVENUE
10745248,84764,515641,0.9647232006509557,ST MARYS HOSPITAL,ST MARYS  MEDICAL CENTER,1800 E LAKE SHORE DR,2635 N 7TH STREET
8801104,38285,545880,0.9647232006509557,ST MARYS MEDICAL CENTER,ST MARYS HOSPITAL,2635 N 7TH ST,1800 E LAKE SHORE DR
8438089,87086,483013,0.9640414221971978,NORTHSIDE HOSPITAL,NORTHSIDE MEDICAL CENTER,"1000 JOHNSON FERRY ROAD, NE",500 GYPSY LANE
3240970,42921,483013,0.9640414221971978,NORTHSIDE HOSPITAL,NORTHSIDE MEDICAL CENTER,6000 49TH ST N,500 GYPSY LANE
11899783,14077,433437,0.9640414221971978,HAMILTON HOSPITAL,HAMILTON MEDICAL CENTER,901 WEST HAMILTON,1200 MEMORIAL DRIVE
104071,66907,869090,0.9638878056790724,ST JOSEPH'S HOSPITAL,ST JOSEPH'S MEDICAL CENTER,45 WEST 10TH STREET,127 SOUTH BROADWAY
4427362,66212,869090,0.9638878056790724,ST JOSEPH'S HOSPITAL,ST JOSEPH'S MEDICAL CENTER,12866 TROXLER AVENUE,127 SOUTH BROADWAY
12337386,22744,644670,0.9638878056790724,ST JOSEPH'S MEDICAL CENTER,ST JOSEPH'S HOSPITAL,127 SOUTH BROADWAY,45 WEST 10TH STREET
10584613,77309,869090,0.9638878056790724,ST JOSEPH'S HOSPITAL,ST JOSEPH'S MEDICAL CENTER,350 NORTH WILMOT ROAD,127 SOUTH BROADWAY
3237985,35745,869090,0.9638878056790724,ST JOSEPH'S HOSPITAL,ST JOSEPH'S MEDICAL CENTER,1 AMALIA DRIVE,127 SOUTH BROADWAY
9575935,38720,869090,0.9638878056790724,ST JOSEPH'S HOSPITAL,ST JOSEPH'S MEDICAL CENTER,555 ST JOSEPH'S BLVD,127 SOUTH BROADWAY
12336152,22744,883585,0.9638878056790724,ST JOSEPH'S MEDICAL CENTER,ST JOSEPH'S HOSPITAL,127 SOUTH BROADWAY,350 NORTH WILMOT ROAD
13567097,53449,889100,0.9638450152760147,HOLY FAMILY MEMORIAL,HOLY FAMILY HOSPITAL,2300 WESTERN AVE,70 EAST STREET
9523057,86323,512091,0.9638450152760147,HOLY FAMILY HOSPITAL,HOLY FAMILY MEMORIAL,70 EAST STREET,2300 WESTERN AVE
5222198,84155,179901,0.9630953098173991,ST ELIZABETH MEDICAL CENTER,ST ELIZABETH HOSPITAL,1200 GRANT BLVD W,211 S THIRD ST
13676398,13896,752491,0.9630953098173991,ST ELIZABETH MEDICAL CENTER,ST ELIZABETH HOSPITAL,2209 GENESEE STREET,1506 S ONEIDA ST
4710650,94574,431232,0.9630953098173991,ST ELIZABETH HOSPITAL,ST ELIZABETH MEDICAL CENTER,1450 BATTERSBY AVENUE,2209 GENESEE STREET
5224000,84155,752491,0.9630953098173991,ST ELIZABETH MEDICAL CENTER,ST ELIZABETH HOSPITAL,1200 GRANT BLVD W,1506 S ONEIDA ST
13674596,13896,179901,0.9630953098173991,ST ELIZABETH MEDICAL CENTER,ST ELIZABETH HOSPITAL,2209 GENESEE STREET,211 S THIRD ST
14379810,26157,614010,0.9630449909158652,JENNERSVILLE HOSPITAL,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,1015 WEST BALTIMORE PIKE
7281140,22474,278949,0.962959294632738,COMANCHE COUNTY HOSPITAL,COMANCHE COUNTY MEMORIAL HOSPITAL,2ND & FRISCO STREET,3401 WEST GORE BLVD
11727057,22833,724057,0.9622184550231575,ST ANTHONYS MEMORIAL HOSPITAL,ST ANTHONYS HOSPITAL,503 N MAPLE STREET,1200 SEVENTH AVE N
5009066,51373,719167,0.9622184550231575,ST ANTHONYS HOSPITAL,ST ANTHONYS MEMORIAL HOSPITAL,1200 SEVENTH AVE N,503 N MAPLE STREET
8012289,57626,729624,0.9617157653167693,WAYNE HOSPITAL,WAYNE MEDICAL CENTER,835 SWEITZER STREET,103 J V MANGUBAT DR
13140174,56802,738866,0.9617157653167693,LUTHERAN HOSPITAL,LUTHERAN MEDICAL CENTER,1730 WEST 25TH STREET,8300 W 38TH AVE
