,Account_Num,Provider_Num,Similar Score,Facility Name,Provider Name,Address,Provider Street Address
1130654,83539,428465,0.8944271909999159,ST VINCENT'S MEDICAL CENTER,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,2800 MAIN ST,4201 BELFORT RD
12956584,68679,402050,0.8944271909999159,SAINT FRANCIS BARTLETT MEDICAL CENTER,SAINT FRANCIS MEDICAL CENTER,2986 KATE BOND RD,3630 EAST IMPERIAL HIGHWAY
7328540,57550,157090,0.8944271909999159,PROVIDENCE ST JOSEPH MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,6 13TH AVE E,2200 E WASHINGTON
9020738,45997,651409,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,LEGACY GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,"1015 NW 22ND AVENUE, W121"
4329401,39684,416060,0.8944271909999159,ST LUKE'S MEDICAL CENTER,ST LUKE'S REGIONAL MEDICAL CENTER,1800 EAST VAN BUREN STREET,190 EAST BANNOCK STREET
5920519,54520,402102,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 291,901 45TH ST
6413418,49912,125489,0.8944271909999159,AURORA MEDICAL CENTER BAY AREA,BAY AREA MEDICAL CENTER,3003 UNIVERSITY DR,3100 SHORE DRIVE
14072515,80594,396747,0.8944271909999159,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS BARTLETT MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,2986 KATE BOND RD
13190729,63902,152094,0.8944271909999159,COBRE VALLEY REGIONAL MEDICAL CENTER,VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,100 A ALTON GLOOR
5920228,54520,889538,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 291,450 STANYAN ST
858508,76905,466392,0.8944271909999159,ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER INC,18300 HIGHWAY 18,1500 S LAKE PARK AVE
4331359,39684,347620,0.8944271909999159,ST LUKE'S MEDICAL CENTER,ST LUKE'S PATIENTS MEDICAL CENTER,1800 EAST VAN BUREN STREET,4600 EAST SAM HOUSTON PARKWAY SOUTH
12957141,68679,744080,0.8944271909999159,SAINT FRANCIS BARTLETT MEDICAL CENTER,SAINT FRANCIS MEDICAL CENTER,2986 KATE BOND RD,530 NE GLEN OAK AVE
10477945,37411,441346,0.8944271909999159,WESTERN REGIONAL MEDICAL CENTER,WESTERN ARIZONA REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,2735 SILVER CREEK ROAD
7535232,12513,419186,0.8944271909999159,SOUTHERN REGIONAL MEDICAL CENTER,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",727 NORTH MAIN STREET
6923053,90169,464198,0.8944271909999159,ST JOSEPH REGIONAL MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,415 SIXTH STREET,2901 SQUALICUM PARKWAY
6923072,90169,320305,0.8944271909999159,ST JOSEPH REGIONAL MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,415 SIXTH STREET,1717 SOUTH J STREET
14232757,89905,463493,0.8944271909999159,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,SOUTHERN REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,"11 UPPER RIVERDALE ROAD, SW"
843360,47385,691578,0.8944271909999159,SOUTHEASTERN REGIONAL MEDICAL CENTER,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,1341 NORTH CLARK STREET
5964903,28692,821130,0.8944271909999159,MH ST ELIZABETH YOUNGSTOWN HOSPITAL,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,1044 BELMONT AVENUE
10924716,62307,633550,0.8944271909999159,PEACEHEALTH ST JOHN MEDICAL CENTER,ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,29000 CENTER RIDGE ROAD
4765193,38217,833081,0.8944271909999159,ASCENSION SETON MEDICAL CENTER AUSTIN,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,1201 W 38TH ST
6686050,29752,690965,0.8944271909999159,ST JOHNS MEDICAL CENTER,ST JOHNS REGIONAL MEDICAL CENTER,625 EAST BROADWAY,1600 N ROSE AVE
9580606,20535,466392,0.8944271909999159,ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER INC,LANGHORNE-NEWTOWN RD,1500 S LAKE PARK AVE
2555801,90796,576741,0.8944271909999159,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,SOUTHEASTERN REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,300 W 27 ST  PO BOX 1408
9020470,45997,770840,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1309 N FLAGLER DR,1000 MONTAUK HIGHWAY
5920806,54520,598490,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 291,3700 WASHINGTON AVE
9582279,20535,413573,0.8944271909999159,ST MARY MEDICAL CENTER,PROVIDENCE ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,401 W POPLAR ST
6922546,90169,518911,0.8944271909999159,ST JOSEPH REGIONAL MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,415 SIXTH STREET,2500 BERNVILLE ROAD
6921293,90169,157090,0.8944271909999159,ST JOSEPH REGIONAL MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,415 SIXTH STREET,2200 E WASHINGTON
9020737,45997,790803,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN REGIONAL MEDICAL CENTER,1309 N FLAGLER DR,3600 NW SAMARITAN DRIVE
9913775,21797,438223,0.8944271909999159,MT. GRAHAM REGIONAL MEDICAL CENTER,GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,1301 MONTGOMERY ROAD
6921909,90169,375739,0.8944271909999159,ST JOSEPH REGIONAL MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,415 SIXTH STREET,1000 CARONDELET DR
9329195,62264,580335,0.8944271909999159,PROVIDENCE ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER,401 W POPLAR ST,18300 HIGHWAY 18
9329155,62264,213184,0.8944271909999159,PROVIDENCE ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER,401 W POPLAR ST,1050 LINDEN AVE
12175741,23359,609128,0.8944271909999159,VALLEY HOSPITAL MEDICAL CENTER,SPRING VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,5400 SOUTH RAINBOW BLVD
5922497,54520,177880,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 291,2900 1ST AVENUE
6922784,90169,125102,0.8944271909999159,ST JOSEPH REGIONAL MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,415 SIXTH STREET,1401 ST. JOSEPH PARKWAY
7330300,57550,464198,0.8944271909999159,PROVIDENCE ST JOSEPH MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,6 13TH AVE E,2901 SQUALICUM PARKWAY
7329156,57550,375739,0.8944271909999159,PROVIDENCE ST JOSEPH MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,6 13TH AVE E,1000 CARONDELET DR
3536297,56284,386951,0.8944271909999159,CHRISTUS SANTA ROSA MEDICAL CENTER,SANTA ROSA MEDICAL CENTER,2827 BABCOCK ROAD,6002 BERRYHILL RD
5921350,54520,815904,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 291,201 NW R D MIZE RD
5006661,61848,516351,0.8944271909999159,ASANTE THREE RIVERS MEDICAL CENTER,THREE RIVERS MEDICAL CENTER,500 SW RAMSEY AVENUE,2485 HIGHWAY 644
13398778,65077,783146,0.8944271909999159,ST LUKE'S PATIENTS MEDICAL CENTER,ST LUKE'S MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,1800 EAST VAN BUREN STREET
7330319,57550,320305,0.8944271909999159,PROVIDENCE ST JOSEPH MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,6 13TH AVE E,1717 SOUTH J STREET
9039573,29737,887160,0.8944271909999159,ST MARY'S MEDICAL CENTER,ST MARY'S REGIONAL MEDICAL CENTER,2900 1ST AVENUE,305 SOUTH 5TH STREET
8809987,51080,869090,0.8944271909999159,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,ST JOSEPH'S MEDICAL CENTER,703 MAIN ST,127 SOUTH BROADWAY
12174502,23359,631835,0.8944271909999159,VALLEY HOSPITAL MEDICAL CENTER,POMONA VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,1798 N GAREY AVE
13799096,66044,883525,0.8944271909999159,REGIONAL WEST MEDICAL CENTER,WEST BRANCH REGIONAL MEDICAL CENTER,4021 AVE B,2463 SOUTH M-30
12957819,68679,268781,0.8944271909999159,SAINT FRANCIS BARTLETT MEDICAL CENTER,SAINT FRANCIS MEDICAL CENTER,2986 KATE BOND RD,211 ST FRANCIS DR
860181,76905,413573,0.8944271909999159,ST MARY MEDICAL CENTER,PROVIDENCE ST MARY MEDICAL CENTER,18300 HIGHWAY 18,401 W POPLAR ST
2145192,14362,210657,0.8944271909999159,ST FRANCIS REGIONAL MEDICAL CENTER,ST FRANCIS MEDICAL CENTER,1455 ST FRANCIS AVENUE,309 JACKSON STREET
9532833,28943,223157,0.8944271909999159,BON SECOURS RICHMOND COMMUNITY HOSPITAL,BON SECOURS COMMUNITY HOSPITAL,1500 N. 28TH STREET,160 EAST MAIN STREET
7080044,52170,392360,0.8944271909999159,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN MEDICAL CENTER,1000 MONTAUK HIGHWAY,200 EXEMPLA CIRCLE
10772131,82649,889538,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,305 SOUTH 5TH STREET,450 STANYAN ST
898816,71713,756436,0.8944271909999159,ST JOSEPH MEDICAL CENTER,ST JOSEPH REGIONAL MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,415 SIXTH STREET
8919694,73368,756436,0.8944271909999159,ST JOSEPH MEDICAL CENTER,ST JOSEPH REGIONAL MEDICAL CENTER,1717 SOUTH J STREET,415 SIXTH STREET
8918548,39562,396747,0.8944271909999159,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS BARTLETT MEDICAL CENTER,530 NE GLEN OAK AVE,2986 KATE BOND RD
13452750,79704,583566,0.8944271909999159,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,WASHINGTON REGIONAL MEDICAL CENTER,610 SPARTA ROAD,3215 N NORTH HILLS BOULEVARD
5182907,78547,651409,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,LEGACY GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,"1015 NW 22ND AVENUE, W121"
7985049,78060,774755,0.8944271909999159,MCALESTER REGIONAL HEALTH CENTER,MCALESTER REGIONAL HEALTH CENTER AUTHORITY,ONE CLARK BASS BOULEVARD,ONE CLARK BASS BOULEVARD
5182906,78547,790803,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN REGIONAL MEDICAL CENTER,200 EXEMPLA CIRCLE,3600 NW SAMARITAN DRIVE
5182639,78547,770840,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,200 EXEMPLA CIRCLE,1000 MONTAUK HIGHWAY
8023277,54777,152094,0.8944271909999159,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,VALLEY REGIONAL MEDICAL CENTER,1100 CARSON AVENUE,100 A ALTON GLOOR
7080824,52170,683779,0.8944271909999159,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN MEDICAL CENTER,1000 MONTAUK HIGHWAY,235 NORTH PEARL STREET
7080228,52170,833198,0.8944271909999159,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,GOOD SAMARITAN MEDICAL CENTER,1000 MONTAUK HIGHWAY,1309 N FLAGLER DR
3478634,39670,608486,0.8944271909999159,BRISTOL REGIONAL MEDICAL CENTER,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,ONE MEDICAL PARK BLVD
10763809,77747,783146,0.8944271909999159,ST LUKE'S REGIONAL MEDICAL CENTER,ST LUKE'S MEDICAL CENTER,190 EAST BANNOCK STREET,1800 EAST VAN BUREN STREET
2435799,79458,392327,0.8944271909999159,VALLEY REGIONAL MEDICAL CENTER,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,1100 CARSON AVENUE
1273550,15012,250502,0.8944271909999159,STEWARD SEBASTIAN RIVER MEDICAL CENTER,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,13695 US HWY 1
13329051,56290,351238,0.8944271909999159,NORTH SHORE MEDICAL CENTER -,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,1100 NW 95TH ST
7486059,63443,218046,0.8944271909999159,MH ST JOSEPH WARREN HOSPITAL,ST JOSEPH WARREN HOSPITAL,667 EASTLAND AVE SE,667 EASTLAND AVE SE
9298672,82088,740900,0.8944271909999159,ST MARY MEDICAL CENTER INC,ST MARY MEDICAL CENTER,1500 S LAKE PARK AVE,LANGHORNE-NEWTOWN RD
11862607,46895,449231,0.8944271909999159,BRIGHAM AND WOMEN'S HOSPITAL,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,75 FRANCIS STREET,1153 CENTRE STREET
7219438,45722,396747,0.8944271909999159,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS BARTLETT MEDICAL CENTER,211 ST FRANCIS DR,2986 KATE BOND RD
746168,42503,420161,0.8944271909999159,CHI ST ALEXIUS HEALTH,CHI ST ALEXIUS HEALTH BISMARCK,900 E BROADWAY,900 E BROADWAY
2989474,69433,723772,0.8944271909999159,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,BRIGHAM AND WOMEN'S HOSPITAL,1153 CENTRE STREET,75 FRANCIS STREET
12854321,93510,392360,0.8944271909999159,LEGACY GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN MEDICAL CENTER,"1015 NW 22ND AVENUE, W121",200 EXEMPLA CIRCLE
9297310,82088,353834,0.8944271909999159,ST MARY MEDICAL CENTER INC,ST MARY MEDICAL CENTER,1500 S LAKE PARK AVE,3333 NORTH SEMINARY
10772422,82649,402102,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,305 SOUTH 5TH STREET,901 45TH ST
11164779,53311,691578,0.8944271909999159,SOUTHEASTERN REGIONAL MEDICAL CENTER,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,1341 NORTH CLARK STREET
10772709,82649,598490,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,305 SOUTH 5TH STREET,3700 WASHINGTON AVE
14357453,78344,447894,0.8944271909999159,ST FRANCIS MEDICAL CENTER,ST FRANCIS REGIONAL MEDICAL CENTER,601 HAMILTON AVE,1455 ST FRANCIS AVENUE
6120815,10020,447894,0.8944271909999159,ST FRANCIS MEDICAL CENTER,ST FRANCIS REGIONAL MEDICAL CENTER,309 JACKSON STREET,1455 ST FRANCIS AVENUE
4844674,55417,466392,0.8944271909999159,ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER INC,3333 NORTH SEMINARY,1500 S LAKE PARK AVE
8267877,31312,135673,0.8944271909999159,UMASS MEMORIAL MEDICAL CENTER INC,MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,2450 SOUTH TELSHOR BLVD
3465727,64455,783146,0.8944271909999159,ST LUKE'S ELMORE MEDICAL CENTER,ST LUKE'S MEDICAL CENTER,895 NORTH 6TH EAST,1800 EAST VAN BUREN STREET
5835477,75732,633550,0.8944271909999159,UH ST JOHN MEDICAL CENTER,ST JOHN MEDICAL CENTER,29000 CENTER RIDGE ROAD,29000 CENTER RIDGE ROAD
8909893,31499,770840,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,235 NORTH PEARL STREET,1000 MONTAUK HIGHWAY
6445336,55717,754668,0.8944271909999159,HOLSTON VALLEY MEDICAL CENTER,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,130 WEST RAVINE ROAD
10774400,82649,177880,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,305 SOUTH 5TH STREET,2900 1ST AVENUE
8910160,31499,790803,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN REGIONAL MEDICAL CENTER,235 NORTH PEARL STREET,3600 NW SAMARITAN DRIVE
8910161,31499,651409,0.8944271909999159,GOOD SAMARITAN MEDICAL CENTER,LEGACY GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,"1015 NW 22ND AVENUE, W121"
6579460,65226,457265,0.8944271909999159,SPRING VALLEY HOSPITAL MEDICAL CENTER,VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,620 SHADOW LANE
13785539,32191,377967,0.8944271909999159,NORTH SHORE MEDICAL CENTER,NORTH SHORE MEDICAL CENTER -,1100 NW 95TH ST,81 HIGHLAND AVENUE
6831531,85872,540599,0.8944271909999159,NORTHEAST REGIONAL MEDICAL CENTER,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,400 EAST 10TH STREET
13511199,58442,887160,0.8944271909999159,ST MARY'S MEDICAL CENTER,ST MARY'S REGIONAL MEDICAL CENTER,201 NW R D MIZE RD,305 SOUTH 5TH STREET
12337593,22744,220055,0.8944271909999159,ST JOSEPH'S MEDICAL CENTER,ST JOSEPH'S REGIONAL MEDICAL CENTER,127 SOUTH BROADWAY,703 MAIN ST
9296791,82088,213184,0.8944271909999159,ST MARY MEDICAL CENTER INC,ST MARY MEDICAL CENTER,1500 S LAKE PARK AVE,1050 LINDEN AVE
127474,49078,756436,0.8944271909999159,ST JOSEPH MEDICAL CENTER,ST JOSEPH REGIONAL MEDICAL CENTER,2500 BERNVILLE ROAD,415 SIXTH STREET
6451939,38360,756436,0.8944271909999159,ST JOSEPH MEDICAL CENTER,ST JOSEPH REGIONAL MEDICAL CENTER,1000 CARONDELET DR,415 SIXTH STREET
7897216,53367,515641,0.8944271909999159,ST MARYS REGIONAL MEDICAL CENTER,ST MARYS  MEDICAL CENTER,1808 WEST MAIN STREET,2635 N 7TH STREET
9296831,82088,580335,0.8944271909999159,ST MARY MEDICAL CENTER INC,ST MARY MEDICAL CENTER,1500 S LAKE PARK AVE,18300 HIGHWAY 18
10773253,82649,815904,0.8944271909999159,ST MARY'S REGIONAL MEDICAL CENTER,ST MARY'S MEDICAL CENTER,305 SOUTH 5TH STREET,201 NW R D MIZE RD
6025180,57887,783146,0.8944271909999159,ST LUKE'S NAMPA MEDICAL CENTER,ST LUKE'S MEDICAL CENTER,9850 W ST LUKES DRIVE STE 250,1800 EAST VAN BUREN STREET
5748629,51216,447894,0.8944271909999159,ST FRANCIS MEDICAL CENTER,ST FRANCIS REGIONAL MEDICAL CENTER,2400 ST FRANCIS DRIVE,1455 ST FRANCIS AVENUE
2870323,50218,756436,0.8944271909999159,ST JOSEPH MEDICAL CENTER,ST JOSEPH REGIONAL MEDICAL CENTER,2200 E WASHINGTON,415 SIXTH STREET
10059034,54470,779056,0.8944271909999159,PLAINS REGIONAL MEDICAL CENTER,GREAT PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",1801 WEST 3RD STREET
1384760,29295,683779,0.8944271909999159,GOOD SAMARITAN REGIONAL MEDICAL CENTER,GOOD SAMARITAN MEDICAL CENTER,3600 NW SAMARITAN DRIVE,235 NORTH PEARL STREET
9811658,91929,489276,0.8944271909999159,ST JOHNS REGIONAL MEDICAL CENTER,ST JOHNS MEDICAL CENTER,1600 N ROSE AVE,625 EAST BROADWAY
13458892,48003,466392,0.8944271909999159,ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER INC,1050 LINDEN AVE,1500 S LAKE PARK AVE
6184591,61924,865320,0.8944271909999159,CEDAR-SINAI MARINA DEL REY HOSPITAL,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,4650 LINCOLN BLVD
1383980,29295,392360,0.8944271909999159,GOOD SAMARITAN REGIONAL MEDICAL CENTER,GOOD SAMARITAN MEDICAL CENTER,3600 NW SAMARITAN DRIVE,200 EXEMPLA CIRCLE
5487624,16074,887160,0.8944271909999159,ST MARY'S MEDICAL CENTER,ST MARY'S REGIONAL MEDICAL CENTER,450 STANYAN ST,305 SOUTH 5TH STREET
2145631,14362,568751,0.8944271909999159,ST FRANCIS REGIONAL MEDICAL CENTER,ST FRANCIS MEDICAL CENTER,1455 ST FRANCIS AVENUE,601 HAMILTON AVE
8816637,52610,549803,0.8944271909999159,MEDICAL CENTER OF SOUTH ARKANSAS,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,700 WEST GROVE STREET
10478976,37411,151328,0.8944271909999159,WESTERN REGIONAL MEDICAL CENTER,WESTERN MARYLAND REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,12500 WILLOWBROOK ROAD
8359577,32728,315231,0.8944271909999159,GREAT PLAINS REGIONAL MEDICAL CENTER,PLAINS REGIONAL MEDICAL CENTER,1801 WEST 3RD STREET,"2100 N MARTIN LUTHER KING, JR, BLVD"
13674788,13896,341010,0.8944271909999159,ST ELIZABETH MEDICAL CENTER,ST ELIZABETH MEDICAL CENTER NORTH,2209 GENESEE STREET,1 MEDICAL VILLAGE DRIVE
8800441,38285,238458,0.8944271909999159,ST MARYS MEDICAL CENTER,ST MARYS REGIONAL MEDICAL CENTER,2635 N 7TH ST,1808 WEST MAIN STREET
13810328,88399,431232,0.8944271909999159,ST ELIZABETH MEDICAL CENTER NORTH,ST ELIZABETH MEDICAL CENTER,1 MEDICAL VILLAGE DRIVE,2209 GENESEE STREET
9329674,62264,353834,0.8944271909999159,PROVIDENCE ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER,401 W POPLAR ST,3333 NORTH SEMINARY
4846347,55417,413573,0.8944271909999159,ST MARY MEDICAL CENTER,PROVIDENCE ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,401 W POPLAR ST
9530784,56718,537872,0.8944271909999159,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,GOOD SHEPHERD MEDICAL CENTER,700 E MARSHALL AVE,700 EAST MARSHALL AVENUE
6089055,46092,887160,0.8944271909999159,ST MARY'S MEDICAL CENTER,ST MARY'S REGIONAL MEDICAL CENTER,901 45TH ST,305 SOUTH 5TH STREET
9331036,62264,740900,0.8944271909999159,PROVIDENCE ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER,401 W POPLAR ST,LANGHORNE-NEWTOWN RD
